date_time,amount,method,id
2026-06-01 21:13:52.908536,0.00,BALANCE,47777
2026-06-01 21:12:16.009366,0.00,BALANCE,47776
2026-06-01 21:01:56.57708,2100.000,USDT,47774
2026-06-01 20:57:34.799573,1200.00,BALANCE,47773
2026-06-01 20:44:34.596327,2100.000,USDT,47771
2026-06-01 20:33:34.117491,1650.00,BALANCE,47769
2026-06-01 20:23:08.333023,900.00,BALANCE,47765
2026-06-01 20:22:54.95448,2100.000,USDT,47764
2026-06-01 20:05:16.857123,900.00,BALANCE,47762
2026-06-01 19:46:47.646094,1900.00,BALANCE,47755
2026-06-01 19:21:48.309346,2900.00,card,47749
2026-06-01 18:14:53.21426,3200.00,card,47736
2026-06-01 17:14:48.072617,1200.00,BALANCE,47727
2026-06-01 17:10:52.988224,3200.00,BALANCE,47726
2026-06-01 16:27:45.991382,2240.000,USDT,47716
2026-06-01 15:54:22.090139,2240.000,USDT,47706
2026-06-01 14:38:18.543177,2100.000,USDT,47695
2026-06-01 14:25:30.159423,0.00,BALANCE,47694
2026-06-01 14:20:29.520383,3200.00,BALANCE,47693
2026-06-01 13:48:36.6907,3200.00,card,47686
2026-06-01 13:16:41.834456,1100.00,BALANCE,47684
2026-06-01 12:22:41.522403,12700.00,BALANCE,47671
2026-06-01 12:02:10.49025,3200.00,BALANCE,47663
2026-06-01 11:50:15.619617,1000.00,BALANCE,47662
2026-06-01 10:54:38.316933,3000.00,BALANCE,47657
2026-06-01 10:47:07.137903,4000.00,card,47656
2026-06-01 07:17:40.937445,0.00,BALANCE,47650
2026-05-31 21:30:03.64114,2030.000,USDT,47633
2026-05-31 20:30:27.75388,1000.00,BALANCE,47618
2026-05-31 19:17:44.787337,3200.00,BALANCE,47606
2026-05-31 18:59:01.912443,900.00,BALANCE,47604
2026-05-31 18:39:44.872057,3200.00,BALANCE,47601
2026-05-31 18:26:46.663986,2900.00,transa,47598
2026-05-31 18:08:30.098257,1200.00,BALANCE,47593
2026-05-31 17:28:56.668864,2240.000,USDT,47580
2026-05-31 16:45:40.020178,13600.00,BALANCE,47577
2026-05-31 16:25:44.065511,3200.00,transa,47573
2026-05-31 16:07:47.82831,1000.00,BALANCE,47561
2026-05-31 14:52:10.619704,2240.000,USDT,47546
2026-05-31 14:27:44.276815,1200.00,BALANCE,47539
2026-05-31 14:07:37.574211,14000.00,card,47530
2026-05-31 13:44:30.355786,1200.00,BALANCE,47522
2026-05-31 13:34:02.46331,3200.00,card,47521
2026-05-31 13:27:13.741604,3200.00,BALANCE,47519
2026-05-31 13:05:42.528507,3000.00,transa,47518
2026-05-31 12:54:55.615294,3200.00,BALANCE,47516
2026-05-31 12:45:36.25889,0.00,BALANCE,47514
2026-05-31 12:31:54.554753,14000.00,transa,47513
2026-05-31 12:13:44.526182,3200.00,card,47509
2026-05-31 11:50:21.466724,1200.00,BALANCE,47507
2026-05-31 11:36:26.058811,9800.000,USDT,47505
2026-05-31 09:24:22.214776,2240.000,USDT,47497
2026-05-31 08:31:57.142933,2900.00,BALANCE,47481
2026-05-31 07:17:13.041973,2900.00,nirvana,47476
2026-05-31 01:02:53.046801,2900.00,nirvana,47460
2026-05-30 23:43:27.647671,2030.000,USDT,47454
2026-05-30 23:22:32.829063,2030.000,USDT,47453
2026-05-30 22:54:40.664592,2240.000,USDT,47452
2026-05-30 21:58:14.69585,3000.00,BALANCE,47442
2026-05-30 21:07:29.468061,0.00,BALANCE,47437
2026-05-30 20:57:43.160947,2240.000,USDT,47435
2026-05-30 20:07:29.337315,3200.00,BALANCE,47425
2026-05-30 19:58:18.201354,2100.000,USDT,47423
2026-05-30 19:53:19.816556,2240.000,USDT,47421
2026-05-30 19:36:23.927421,14000.00,transa,47419
2026-05-30 19:34:21.568766,1600.00,BALANCE,47418
2026-05-30 19:05:17.318194,1200.00,BALANCE,47414
2026-05-30 18:41:41.133557,2100.000,USDT,47407
2026-05-30 18:39:40.642196,2900.00,BALANCE,47405
2026-05-30 16:59:04.234283,2030.000,USDT,47390
2026-05-30 16:49:37.291311,14000.00,BALANCE,47387
2026-05-30 16:43:54.100366,14000.00,BALANCE,47386
2026-05-30 16:25:14.877674,3200.00,card,47382
2026-05-30 16:21:04.496695,2030.000,USDT,47381
2026-05-30 15:37:11.65472,3200.00,card,47376
2026-05-30 14:39:24.779809,3000.00,BALANCE,47374
2026-05-30 14:24:43.16563,3000.00,transa,47371
2026-05-30 14:17:52.305834,1100.00,BALANCE,47368
2026-05-30 13:08:00.049651,2030.000,USDT,47357
2026-05-30 12:45:39.186069,9800.000,USDT,47354
2026-05-30 12:25:19.596898,3200.00,card,47350
2026-05-30 11:39:45.430049,2900.00,card,47344
2026-05-30 09:43:45.142155,1900.00,BALANCE,47339
2026-05-30 09:40:22.800576,3200.00,card,47338
2026-05-30 09:37:39.817865,3200.00,card,47337
2026-05-30 09:18:52.667035,3200.00,BALANCE,47335
2026-05-29 23:54:56.494856,2100.000,USDT,47310
2026-05-29 22:04:43.307853,3200.00,BALANCE,47306
2026-05-29 20:59:23.280064,2100.000,USDT,47302
2026-05-29 20:48:09.491153,1000.00,BALANCE,47299
2026-05-29 19:34:58.967913,1200.00,BALANCE,47291
2026-05-29 19:13:41.665014,3200.00,transa,47285
2026-05-29 18:36:20.678508,3100.00,BALANCE,47272
2026-05-29 18:32:41.337362,3100.00,transa,47271
2026-05-29 18:20:28.061052,1100.00,BALANCE,47267
2026-05-29 17:45:40.755145,3100.00,BALANCE,47260
2026-05-29 17:42:00.473637,2100.000,USDT,47258
2026-05-29 17:28:14.779632,1000.00,BALANCE,47250
2026-05-29 17:18:53.243469,3200.00,BALANCE,47248
2026-05-29 17:10:14.349945,2200.00,BALANCE,47246
2026-05-29 17:04:41.829534,1200.00,BALANCE,47244
2026-05-29 16:32:33.390218,2100.000,USDT,47237
2026-05-29 16:20:16.404746,3000.00,BALANCE,47236
2026-05-29 16:19:49.293398,900.00,BALANCE,47235
2026-05-29 16:10:59.347973,0.00,BALANCE,47230
2026-05-29 16:04:17.735836,3000.00,BALANCE,47229
2026-05-29 15:29:29.33393,2900.00,card,47225
2026-05-29 15:22:52.530958,2200.00,BALANCE,47223
2026-05-29 15:13:50.534505,0.00,BALANCE,47220
2026-05-29 13:03:15.832147,1200.00,BALANCE,47210
2026-05-29 12:56:44.920336,1900.00,BALANCE,47209
2026-05-29 12:52:14.650327,3200.00,card,47207
2026-05-29 12:28:50.344621,3200.00,transa,47204
2026-05-29 12:22:55.660733,1200.00,BALANCE,47200
2026-05-29 11:24:33.119706,1400.00,BALANCE,47195
2026-05-29 11:19:10.208134,2900.00,BALANCE,47194
2026-05-29 10:41:31.172075,2100.000,USDT,47186
2026-05-29 09:59:32.34648,3200.00,BALANCE,47183
2026-05-29 09:51:37.203188,3200.00,card,47180
2026-05-29 08:53:39.789981,14000.00,transa,47177
2026-05-29 08:12:23.842271,14000.00,BALANCE,47174
2026-05-29 07:30:33.312687,3000.00,BALANCE,47172
2026-05-29 07:22:10.752819,2900.00,BALANCE,47171
2026-05-29 05:04:48.624979,3000.00,transa,47167
2026-05-29 04:01:46.914542,9800.000,USDT,47161
2026-05-29 00:21:08.54289,2240.000,USDT,47147
2026-05-29 00:01:00.681942,1100.00,BALANCE,47146
2026-05-28 22:52:22.958395,2100.000,USDT,47135
2026-05-28 22:39:23.45932,3200.00,card,47134
2026-05-28 22:30:00.850895,2240.000,USDT,47133
2026-05-28 22:00:47.41159,250.00,BALANCE,47128
2026-05-28 18:32:37.172193,3200.00,BALANCE,47094
2026-05-28 17:56:39.728341,3200.00,card,47091
2026-05-28 17:56:20.814248,3100.00,card,47090
2026-05-28 17:37:08.828623,1200.00,BALANCE,47089
2026-05-28 17:37:05.716685,2030.000,USDT,47088
2026-05-28 16:54:12.371533,2800.00,BALANCE,47078
2026-05-28 16:13:24.800039,2900.00,BALANCE,47069
2026-05-28 16:13:05.399117,3000.00,BALANCE,47068
2026-05-28 16:00:54.382181,3200.00,card,47065
2026-05-28 15:57:37.908218,14000.00,card,47064
2026-05-28 15:43:15.836831,3200.00,card,47061
2026-05-28 15:07:24.484447,3000.00,card,47056
2026-05-28 15:04:02.151289,3200.00,transa,47055
2026-05-28 14:52:54.118789,3200.00,BALANCE,47051
2026-05-28 13:17:44.302009,2030.000,USDT,47049
2026-05-28 12:35:24.191016,3200.00,BALANCE,47047
2026-05-28 12:32:05.470434,14000.00,transa,47046
2026-05-28 12:20:03.952813,1000.00,BALANCE,47043
2026-05-28 12:12:27.711634,1200.00,BALANCE,47039
2026-05-28 10:55:53.626719,1200.00,BALANCE,47034
2026-05-28 10:33:35.256188,3000.00,transa,47032
2026-05-28 10:25:49.777456,1200.00,BALANCE,47031
2026-05-28 10:04:24.583873,3200.00,card,47026
2026-05-28 08:48:53.77055,3200.00,BALANCE,47023
2026-05-28 08:14:16.075491,0.00,BALANCE,47021
2026-05-28 02:05:23.766214,3000.00,nirvana,47019
2026-05-28 00:41:34.119259,2030.000,USDT,47013
2026-05-28 00:22:50.981842,1000.00,BALANCE,47012
2026-05-27 22:17:11.005477,3200.00,card,47008
2026-05-27 22:05:51.827585,2170.000,USDT,47006
2026-05-27 21:17:27.296457,3200.00,card,47003
2026-05-27 20:20:03.403496,3000.00,BALANCE,47000
2026-05-27 20:01:43.77611,3200.00,transa,46996
2026-05-27 19:51:48.628427,3000.00,transa,46995
2026-05-27 18:13:39.220824,1200.00,BALANCE,46992
2026-05-27 17:57:01.872285,2030.000,USDT,46985
2026-05-27 17:49:36.498684,0.00,BALANCE,46984
2026-05-27 17:45:12.931381,1200.00,BALANCE,46983
2026-05-27 17:41:57.180954,3200.00,BALANCE,46982
2026-05-27 17:21:11.98657,2240.000,USDT,46978
2026-05-27 17:08:02.289884,1200.00,BALANCE,46975
2026-05-27 16:46:32.514465,2900.00,BALANCE,46972
2026-05-27 16:43:54.740547,1200.00,BALANCE,46971
2026-05-27 16:19:53.693447,14000.00,transa,46968
2026-05-27 16:15:52.271059,0.00,BALANCE,46967
2026-05-27 16:01:18.048312,14000.00,transa,46966
2026-05-27 15:11:53.492918,1200.00,BALANCE,46962
2026-05-27 14:45:53.786834,3200.00,BALANCE,46958
2026-05-27 13:40:46.454572,1200.00,BALANCE,46953
2026-05-27 12:54:32.376277,14000.00,BALANCE,46947
2026-05-27 12:41:34.852607,1000.00,BALANCE,46946
2026-05-27 12:08:16.309644,3200.00,BALANCE,46939
2026-05-27 11:58:30.038794,0.00,BALANCE,46938
2026-05-27 11:03:43.235874,3200.00,BALANCE,46932
2026-05-27 10:59:14.261097,1200.00,BALANCE,46931
2026-05-27 10:34:58.353324,0.00,BALANCE,46928
2026-05-27 09:57:45.521297,3200.00,card,46926
2026-05-27 09:34:54.353155,3200.00,BALANCE,46924
2026-05-27 09:16:43.891762,3000.00,card,46923
2026-05-27 07:30:38.353589,1700.00,BALANCE,46918
2026-05-27 04:41:40.420961,3200.00,BALANCE,46914
2026-05-26 22:19:18.512106,3200.00,transa,46904
2026-05-26 21:59:02.796563,3000.00,BALANCE,46899
2026-05-26 21:39:34.798256,0.00,BALANCE,46897
2026-05-26 21:03:52.757547,1200.00,BALANCE,46893
2026-05-26 20:48:32.233448,1000.00,BALANCE,46888
